date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
2016-10-08 14:00:00,None,295.17,0,0,13,Clouds,broken clouds,2198
2016-10-08 15:00:00,None,261.06,0,0,6,Clear,sky is clear,1637
2016-10-08 16:00:00,None,278.66,0.75,0,8,Rain,moderate rain,1549
2016-10-08 17:00:00,None,259.1,0,0.73,72,Snow,light snow,1158
2016-10-08 18:00:00,None,264.89,1.58,0,71,Rain,moderate rain,1520
2016-10-08 19:00:00,None,281.35,0,0.2,57,Snow,light snow,1134
2016-10-08 20:00:00,None,285.31,0,3.49,54,Snow,light snow,1372
2016-10-08 21:00:00,None,255.95,2.98,0,97,Rain,moderate rain,1843
2016-10-08 22:00:00,None,265.88,0,0,10,Clouds,broken clouds,2205
2016-10-08 23:00:00,None,274.51,0,0,88,Clouds,broken clouds,2635
2016-10-09 00:00:00,None,251.96,0,0,36,Mist,mist,3379
2016-10-09 01:00:00,None,264.01,0,0,33,Drizzle,light intensity drizzle,3266
2016-10-09 02:00:00,None,298.23,0,0,25,Drizzle,light intensity drizzle,4331
2016-10-09 03:00:00,None,265.94,0,2.81,18,Snow,light snow,4221
2016-10-09 04:00:00,None,297.56,0,0,76,Clear,sky is clear,4440
2016-10-09 05:00:00,None,278.12,0,0,38,Drizzle,light intensity drizzle,4753
2016-10-09 06:00:00,None,266.33,0,0,69,Drizzle,light intensity drizzle,3895
2016-10-09 07:00:00,None,294.07,0,2.25,77,Snow,light snow,4074
2016-10-09 08:00:00,Columbus Day,263.74,1.82,0,86,Rain,moderate rain,4453
2016-10-09 09:00:00,None,299.29,0,0,73,Mist,mist,4008
2016-10-09 10:00:00,None,260.51,0,0,66,Clear,sky is clear,3718
2016-10-09 11:00:00,None,276.15,0,0,62,Drizzle,light intensity drizzle,3161
2016-10-09 12:00:00,None,274.5,0,0,41,Clear,sky is clear,3086
2016-10-09 13:00:00,None,279.73,0,0,84,Drizzle,light intensity drizzle,2752
2016-10-09 14:00:00,None,283.01,0,2.55,58,Snow,light snow,2358
2016-10-09 15:00:00,None,274.25,0,0,65,Clear,sky is clear,1834
2016-10-09 16:00:00,None,282.56,0,0,52,Clear,sky is clear,1944
2016-10-09 17:00:00,None,287.52,0,0,97,Clear,sky is clear,1659
2016-10-09 18:00:00,None,282.95,0,0,36,Clear,sky is clear,1762
2016-10-09 19:00:00,Columbus Day,287.8,0,0.09,30,Snow,light snow,1804
2016-10-09 20:00:00,None,283.05,0,0,70,Drizzle,light intensity drizzle,1465
2016-10-09 21:00:00,None,277.69,0,0.22,15,Snow,light snow,2718
2016-10-09 22:00:00,None,279.9,0,0,91,Drizzle,light intensity drizzle,2767
2016-10-09 23:00:00,None,308.81,0.09,0,31,Rain,moderate rain,2372
2016-10-10 00:00:00,None,273.02,0,0.39,76,Snow,light snow,2986
2016-10-10 01:00:00,None,296.36,0,0,53,Mist,mist,3384
2016-10-10 02:00:00,None,280.46,0.98,0,0,Rain,moderate rain,3587
2016-10-10 03:00:00,None,289.6,0.63,0,19,Rain,moderate rain,3974
2016-10-10 04:00:00,None,270.71,0,1.76,70,Snow,light snow,3733
2016-10-10 05:00:00,None,308.85,0,0,30,Mist,mist,3949
2016-10-10 06:00:00,None,301.36,0,0,52,Mist,mist,4986
2016-10-10 07:00:00,None,272.87,0,0,84,Clear,sky is clear,4307
2016-10-10 08:00:00,None,279.72,0,0,4,Drizzle,light intensity drizzle,4607
2016-10-10 09:00:00,None,302.45,0,0,56,Clouds,broken clouds,3659
2016-10-10 10:00:00,None,277.42,0,0,92,Clear,sky is clear,3744
2016-10-10 11:00:00,None,278.17,0,0,33,Clouds,broken clouds,3018
2016-10-10 12:00:00,None,273.85,0.88,0,10,Rain,moderate rain,3234
2016-10-10 13:00:00,None,269.0,0.66,0,91,Rain,moderate rain,2968
2016-10-10 14:00:00,None,252.15,0,0.78,8,Snow,light snow,1774
2016-10-10 15:00:00,None,294.81,0,0,55,Clouds,broken clouds,1480
2016-10-10 16:00:00,None,292.23,0,0,12,Clear,sky is clear,1204
2016-10-10 17:00:00,Columbus Day,269.46,0,0.15,7,Snow,light snow,1678
2016-10-10 18:00:00,None,275.84,3.24,0,31,Rain,moderate rain,1718
2016-10-10 19:00:00,None,260.5,0,0,78,Mist,mist,1164
2016-10-10 20:00:00,None,264.45,0,0.08,74,Snow,light snow,1939
2016-10-10 21:00:00,None,290.01,0,0,59,Clouds,broken clouds,1987
2016-10-10 22:00:00,None,259.48,8.67,0,56,Rain,moderate rain,2674
2016-10-10 23:00:00,None,291.42,2.96,0,58,Rain,moderate rain,2863
2016-10-11 00:00:00,None,273.08,0.44,0,61,Rain,moderate rain,2980
2016-10-11 01:00:00,None,309.56,0,0,37,Clear,sky is clear,3419
2016-10-11 02:00:00,None,289.49,0,0,35,Clear,sky is clear,4139
2016-10-11 03:00:00,None,252.94,0,0,77,Clear,sky is clear,3642
2016-10-11 04:00:00,None,304.25,0,0,36,Drizzle,light intensity drizzle,4115
2016-10-11 05:00:00,None,287.25,0,0,86,Clouds,broken clouds,4230
2016-10-11 06:00:00,None,290.85,0,0,17,Drizzle,light intensity drizzle,4325
2016-10-11 07:00:00,None,297.32,0,0,4,Drizzle,light intensity drizzle,4794
2016-10-11 08:00:00,None,257.88,0,0,37,Mist,mist,4540
2016-10-11 09:00:00,None,282.36,0.01,0,46,Rain,moderate rain,4057
2016-10-11 10:00:00,None,266.35,0,0,21,Mist,mist,3563
2016-10-11 11:00:00,None,267.71,3.38,0,43,Rain,moderate rain,4006
2016-10-11 12:00:00,None,254.52,0,0,96,Clear,sky is clear,2629
2016-10-11 13:00:00,None,308.04,0,0,71,Clouds,broken clouds,2919
2016-10-11 14:00:00,None,273.67,2.45,0,33,Rain,moderate rain,1879
2016-10-11 15:00:00,None,265.73,0,0,48,Mist,mist,2144
2016-10-11 16:00:00,None,256.5,0,0,29,Drizzle,light intensity drizzle,1902
2016-10-11 17:00:00,None,304.92,0,1.31,28,Snow,light snow,2166
2016-10-11 18:00:00,None,299.43,0,0,89,Drizzle,light intensity drizzle,1597
2016-10-11 19:00:00,None,252.23,2.95,0,63,Rain,moderate rain,1462
2016-10-11 20:00:00,None,303.24,0,0,17,Clear,sky is clear,1580
2016-10-11 21:00:00,None,306.76,0,0.08,53,Snow,light snow,1511
2016-10-11 22:00:00,None,259.27,0,0,53,Mist,mist,2378
2016-10-11 23:00:00,None,307.09,0,0,4,Drizzle,light intensity drizzle,2894
2016-10-12 00:00:00,None,276.6,0,0,30,Drizzle,light intensity drizzle,3202
2016-10-12 01:00:00,None,308.67,0.89,0,45,Rain,moderate rain,3758
2016-10-12 02:00:00,None,261.39,0,0,15,Clear,sky is clear,4016
2016-10-12 03:00:00,None,308.27,0,0.12,6,Snow,light snow,4234
2016-10-12 04:00:00,None,257.56,3.98,0,72,Rain,moderate rain,4411
2016-10-12 05:00:00,None,262.96,0,0,29,Clouds,broken clouds,4912
2016-10-12 06:00:00,None,297.32,1.95,0,76,Rain,moderate rain,4713
2016-10-12 07:00:00,None,282.41,0,0,22,Clear,sky is clear,4301
2016-10-12 08:00:00,None,251.55,0,0,1,Clear,sky is clear,5149
2016-10-12 09:00:00,None,260.45,0.8,0,6,Rain,moderate rain,4115
2016-10-12 10:00:00,None,281.57,0,0,95,Clouds,broken clouds,3535
2016-10-12 11:00:00,None,256.54,0,0,64,Clear,sky is clear,2873
2016-10-12 12:00:00,None,252.6,0,0,100,Clouds,broken clouds,3077
2016-10-12 13:00:00,None,253.65,0,0,61,Drizzle,light intensity drizzle,2282
2016-10-12 14:00:00,None,256.48,0,0.07,91,Snow,light snow,2205
2016-10-12 15:00:00,None,253.94,0,0.37,35,Snow,light snow,2049
2016-10-12 16:00:00,None,282.9,0,0,41,Mist,mist,1755
2016-10-12 17:00:00,None,286.33,0,0.39,12,Snow,light snow,1919
2016-10-12 18:00:00,None,289.28,0,0,98,Drizzle,light intensity drizzle,1487
2016-10-12 19:00:00,None,263.71,0,0,43,Mist,mist,1513
2016-10-12 20:00:00,None,293.78,0,1.31,40,Snow,light snow,1495
2016-10-12 21:00:00,None,291.21,0,1.01,60,Snow,light snow,1851
2016-10-12 22:00:00,None,255.12,0,0,55,Clear,sky is clear,2462
2016-10-12 23:00:00,None,253.6,0,0,71,Clear,sky is clear,2601
2016-10-13 00:00:00,None,257.33,0,0,45,Mist,mist,2710
2016-10-13 01:00:00,None,253.09,0,0,36,Drizzle,light intensity drizzle,3681
2016-10-13 02:00:00,None,256.22,0,0,64,Mist,mist,3636
2016-10-13 03:00:00,None,271.01,0,0,71,Clouds,broken clouds,4254
2016-10-13 04:00:00,None,266.71,4.36,0,28,Rain,moderate rain,4583
2016-10-13 05:00:00,None,286.81,0,0.64,82,Snow,light snow,4906
2016-10-13 06:00:00,Columbus Day,305.75,0,0,88,Mist,mist,3828
2016-10-13 07:00:00,None,305.29,0.25,0,44,Rain,moderate rain,4684
2016-10-13 08:00:00,None,258.6,0,0,84,Clear,sky is clear,4342
2016-10-13 09:00:00,None,255.51,0,1.25,67,Snow,light snow,4507
2016-10-13 10:00:00,None,277.22,0,0,20,Clouds,broken clouds,3958
2016-10-13 11:00:00,None,285.77,2.86,0,6,Rain,moderate rain,3287
2016-10-13 12:00:00,None,287.07,0,0,86,Clouds,broken clouds,3245
2016-10-13 13:00:00,None,276.52,0,0,34,Clear,sky is clear,2550
2016-10-13 14:00:00,None,256.83,0,0,55,Clouds,broken clouds,2687
2016-10-13 15:00:00,None,290.03,0,0,5,Clear,sky is clear,1845
2016-10-13 16:00:00,None,285.96,0,0,0,Clouds,broken clouds,2143
2016-10-13 17:00:00,None,265.33,0,0,41,Clouds,broken clouds,1485
2016-10-13 18:00:00,Columbus Day,294.82,0,0,22,Clear,sky is clear,1695
2016-10-13 19:00:00,None,300.0,0,0,45,Clouds,broken clouds,1209
2016-10-13 20:00:00,None,294.52,0,0,55,Clear,sky is clear,2020
2016-10-13 21:00:00,None,275.76,0,0,51,Clear,sky is clear,1822
2016-10-13 22:00:00,None,267.37,0,0,51,Drizzle,light intensity drizzle,2280
2016-10-13 23:00:00,None,277.61,0,0,88,Clear,sky is clear,2791
2016-10-14 00:00:00,None,300.67,1.65,0,31,Rain,moderate rain,2961
2016-10-14 01:00:00,None,268.62,0,1.47,43,Snow,light snow,3078
2016-10-14 02:00:00,None,260.09,0,0,65,Clouds,broken clouds,3556
2016-10-14 03:00:00,None,270.96,0,0,93,Drizzle,light intensity drizzle,4330
2016-10-14 04:00:00,None,264.18,0,0,18,Drizzle,light intensity drizzle,4534
2016-10-14 05:00:00,None,289.33,1.36,0,22,Rain,moderate rain,4581
2016-10-14 06:00:00,None,295.27,0,0,97,Drizzle,light intensity drizzle,4885
2016-10-14 07:00:00,None,288.12,0,0,79,Mist,mist,3802
2016-10-14 08:00:00,None,287.63,1.48,0,19,Rain,moderate rain,4514
2016-10-14 09:00:00,None,266.48,0,0.56,7,Snow,light snow,4355
2016-10-14 10:00:00,None,268.62,0.05,0,57,Rain,moderate rain,3884
2016-10-14 11:00:00,None,301.86,0,0,11,Clear,sky is clear,3918
2016-10-14 12:00:00,None,273.07,0,0,74,Mist,mist,3198
2016-10-14 13:00:00,None,304.54,0,0,73,Mist,mist,3083
2016-10-14 14:00:00,None,286.3,0,0,64,Drizzle,light intensity drizzle,2110
2016-10-14 15:00:00,None,300.24,0,0,91,Clouds,broken clouds,2256
2016-10-14 16:00:00,None,260.35,0,0,31,Clear,sky is clear,1614
2016-10-14 17:00:00,None,259.52,0,0,47,Drizzle,light intensity drizzle,1252
2016-10-14 18:00:00,None,296.47,0.23,0,86,Rain,moderate rain,1623
2016-10-14 19:00:00,None,269.78,0,0,71,Mist,mist,1951
2016-10-14 20:00:00,None,265.12,0,0,84,Drizzle,light intensity drizzle,1837
2016-10-14 21:00:00,None,258.49,0,0,44,Mist,mist,2128
2016-10-14 22:00:00,None,291.91,0.06,0,50,Rain,moderate rain,2056
2016-10-14 23:00:00,None,272.6,0,0,42,Clouds,broken clouds,2026
2016-10-15 00:00:00,None,299.74,0,0,94,Clouds,broken clouds,2602
2016-10-15 01:00:00,None,280.51,0,0,2,Drizzle,light intensity drizzle,3501
2016-10-15 02:00:00,None,307.07,2.02,0,43,Rain,moderate rain,3680
2016-10-15 03:00:00,None,267.75,0,0.38,100,Snow,light snow,4554
2016-10-15 04:00:00,None,282.39,0,0,94,Clear,sky is clear,5593
2016-10-15 05:00:00,None,257.86,0,0,48,Mist,mist,4713
2016-10-15 06:00:00,None,299.88,0,0,98,Clouds,broken clouds,4563
2016-10-15 07:00:00,None,274.65,0,0,86,Mist,mist,4514
2016-10-15 08:00:00,None,276.65,0,0,36,Drizzle,light intensity drizzle,4130
2016-10-15 09:00:00,None,307.94,0,0,100,Drizzle,light intensity drizzle,4106
2016-10-15 10:00:00,None,261.64,0,0.71,86,Snow,light snow,3535
2016-10-15 11:00:00,None,272.91,0,0,67,Mist,mist,3720
2016-10-15 12:00:00,None,299.01,0,2.38,77,Snow,light snow,2967
2016-10-15 13:00:00,None,272.27,0,0,13,Clouds,broken clouds,2680
2016-10-15 14:00:00,None,301.07,0,0,36,Drizzle,light intensity drizzle,2179
2016-10-15 15:00:00,None,258.84,0,0,55,Clear,sky is clear,1959
2016-10-15 16:00:00,None,263.32,0,0,57,Clear,sky is clear,1462
2016-10-15 17:00:00,None,272.44,0.57,0,49,Rain,moderate rain,1832
2016-10-15 18:00:00,None,251.69,0,0,12,Clear,sky is clear,1368
2016-10-15 19:00:00,None,267.21,0,0,60,Drizzle,light intensity drizzle,1238
2016-10-15 20:00:00,None,295.53,0,0,60,Drizzle,light intensity drizzle,1271
2016-10-15 21:00:00,Columbus Day,262.94,0,0.53,19,Snow,light snow,1451
2016-10-15 22:00:00,None,286.53,0,0,54,Mist,mist,1817
2016-10-15 23:00:00,None,264.31,0,0,81,Clear,sky is clear,2647
2016-10-16 00:00:00,None,256.65,0,0,63,Mist,mist,2781
2016-10-16 01:00:00,None,293.11,0,0,37,Mist,mist,2974
2016-10-16 02:00:00,Columbus Day,271.17,0,1.41,73,Snow,light snow,3654
2016-10-16 03:00:00,None,271.64,0,0.26,67,Snow,light snow,4231
2016-10-16 04:00:00,None,309.3,0,0,70,Mist,mist,4710
2016-10-16 05:00:00,None,308.86,0,0,32,Clear,sky is clear,4187
2016-10-16 06:00:00,Columbus Day,297.31,0,0,44,Drizzle,light intensity drizzle,4714
2016-10-16 07:00:00,None,294.11,0,0,42,Clouds,broken clouds,4403
2016-10-16 08:00:00,None,282.76,0,0,82,Clouds,broken clouds,3879
2016-10-16 09:00:00,None,278.71,0,0,23,Clouds,broken clouds,4281
2016-10-16 10:00:00,None,296.57,0,0,58,Clouds,broken clouds,3351
2016-10-16 11:00:00,None,252.51,0,0,39,Clear,sky is clear,3364
2016-10-16 12:00:00,None,298.92,0,0,60,Mist,mist,3086
2016-10-16 13:00:00,None,301.73,0.16,0,6,Rain,moderate rain,3033
2016-10-16 14:00:00,None,257.47,0,0,47,Drizzle,light intensity drizzle,2348
2016-10-16 15:00:00,None,273.2,0,0.34,23,Snow,light snow,2319
2016-10-16 16:00:00,None,272.04,0,0.18,66,Snow,light snow,1384
2016-10-16 17:00:00,None,286.15,5.31,0,23,Rain,moderate rain,1703
2016-10-16 18:00:00,None,256.16,0,0,41,Mist,mist,1041
2016-10-16 19:00:00,None,260.0,0,0,56,Drizzle,light intensity drizzle,1458
2016-10-16 20:00:00,None,293.61,3.3,0,45,Rain,moderate rain,2013
2016-10-16 21:00:00,None,306.87,0,0,9,Mist,mist,2179
2016-10-16 22:00:00,None,271.8,0,0,95,Drizzle,light intensity drizzle,2247
2016-10-16 23:00:00,None,290.69,0,0,56,Drizzle,light intensity drizzle,2652
2016-10-17 00:00:00,None,264.16,0,0,82,Clear,sky is clear,3063
2016-10-17 01:00:00,None,259.21,2.01,0,57,Rain,moderate rain,2913
2016-10-17 02:00:00,None,295.79,4.1,0,73,Rain,moderate rain,4308
2016-10-17 03:00:00,None,264.98,0,0,14,Clouds,broken clouds,3763
